a,e,inc_rad
9.282312391482062594e+03,6.643454106537253212e-01,1.455662174178116608e+00
6.537991531692497119e+03,3.036398153560948554e-01,6.973457376858134549e-02
2.887479101118113249e+03,9.949918435066135158e-01,1.140839391191371455e+00
8.103298051338838377e+03,9.283807089098509158e-01,1.337609654471042075e+00
2.809808840314701956e+04,9.983303234601200726e-01,1.075429395543948230e+00
1.579435391013689878e+04,9.847641645972236013e-01,1.423646861406923980e+00
2.515009203974804041e+04,9.984270147403894180e-01,5.488060700658003999e-01
4.584769598673993642e+03,7.808790991272877013e-01,1.906711299934771633e-02
1.173024324283747956e+04,9.986444542719047357e-01,3.235065448430153312e-01
9.567448855968150383e+03,4.139643086298059327e-01,1.047698395526205584e+00
5.096171133222038407e+03,9.217563062499644078e-01,2.701818414960135417e-01
1.929339736409688703e+04,9.985689254096811185e-01,1.364803450296583121e+00
2.402335359547764165e+04,9.888578048049256886e-01,4.079081175231924483e-01
3.593244265046976125e+03,8.861503455387638173e-01,2.190697109605485304e-01
1.576716812332505833e+04,8.679744433030830431e-01,6.483162160566362520e-01
2.319176564711258834e+04,9.856037618791383403e-01,3.400197523526949372e-01
4.701872787594161309e+03,8.701031362695444971e-01,1.394769033508029388e+00
6.646050127924145272e+03,9.636844039624932190e-01,2.465138598775812595e-01
2.146386708998995528e+04,9.801264935736833106e-01,3.761432108738531344e-02
2.650866528340793138e+03,3.434255261027974182e-02,1.466701938146591777e+00
2.680359197430027507e+03,9.940169762726344116e-01,6.958456924787222997e-01
3.073389587841508273e+03,9.956950936708799382e-01,5.634528654401389502e-01
1.870915606467190446e+04,9.986965392849433965e-01,1.409070637372356272e+00
5.922066660901944488e+03,9.832422356318808454e-01,3.869791848226058484e-01
3.147308921072983503e+04,9.886472408237472198e-01,1.184002874810192285e+00
2.553281750222845949e+04,2.837325102511368824e-01,1.472070041305943322e+00
1.545387608539616303e+04,9.973949676480093895e-01,3.922750692019493779e-01
1.057412814027087370e+04,9.979538789172751612e-01,4.673245810797986288e-01
6.479093204988277648e+03,6.686702597767186784e-01,3.761144001420960170e-01
3.240740162031418367e+04,7.818586830968874413e-01,7.804984796979487216e-01
2.715666139358510918e+04,9.986484959705258513e-01,3.665504143709641394e-01
3.131767893213337447e+04,7.868607124135211794e-01,1.477510229601081138e+00
1.556527948142818059e+04,9.986856593468143029e-01,1.093945182609159072e+00
1.936662903776329767e+04,9.762855316377556658e-01,6.728216525775680967e-01
2.649253345668228121e+03,9.899986079616289736e-01,9.977146680595093686e-01
5.957230576678505713e+03,9.893862839127192110e-01,1.295922649008898420e+00
8.110896209075071056e+03,6.910008733065583497e-01,8.811079546048676825e-01
7.058696123429062936e+03,8.119699581988579773e-01,3.753585480941872832e-01
5.153256517317110593e+03,3.160720611595999596e-01,6.367447967717788648e-01
2.656884574141540270e+03,7.729887665304211453e-01,9.114659112435362642e-01
4.414934200962122304e+03,9.917909191064779861e-01,7.269504298689133392e-02
1.234072782984932383e+04,9.816539109122142115e-01,1.111006974586577156e+00
2.638950518699173699e+03,9.950724332214749834e-01,2.732101303381780366e-01
1.076485096877662909e+04,9.384415051070205127e-01,1.309674957161422792e+00
6.795893971709122525e+03,6.563470062152778617e-01,4.670710178783107902e-01
1.724837262618585373e+04,9.964002871041074405e-01,9.145746355565846919e-01
3.153017934352709563e+04,1.719767666803191375e-01,1.808034527729972529e-01
3.119877343480174022e+04,9.745750711173123415e-01,5.902574181823387889e-01
4.991422359197435981e+03,9.422167283720321862e-01,1.175746670489053347e+00
1.391678826859486253e+04,5.708360268628764889e-01,7.235997400065273810e-01
2.975901405829026316e+03,9.687414895634016698e-01,6.326369201141088805e-01
2.014596846850408838e+04,9.988286541329796098e-01,1.533710047087568196e+00
1.170357953563061346e+04,9.988104158861400572e-01,8.280717002134128091e-01
4.535698225533762525e+03,3.705256240893305408e-01,1.988052005457977833e-01
5.694453912992320511e+03,9.849146766705924039e-01,1.242964259809214100e+00
1.193161475549968964e+04,7.794477437958425847e-01,9.215638849078042760e-01
1.274268702710673642e+04,8.597062021398917953e-01,1.542382135592132775e+00
4.883164806592752029e+03,9.899153246820237007e-01,2.112585626886645251e-01
1.733078485738363088e+04,7.333833175872803700e-01,6.254327146355237455e-01
5.913264482455725556e+03,9.945686133613458324e-01,1.460637346324578090e+00
2.792630869313430594e+03,9.522705162248777944e-01,1.170237107353400002e-01
1.430806449928942129e+04,9.956507678439643350e-01,4.516331493333048397e-01
1.140368209685235706e+04,9.985096439180553007e-01,7.378614160995270455e-01
1.814719692724248307e+04,9.683318812387452512e-01,5.848614455282162838e-01
7.152920381289349280e+03,9.476300167145448317e-01,7.584259787813780740e-01
1.514375021208078579e+04,9.602828451845178970e-01,5.056308492032620672e-01
1.398710544922062400e+04,8.696652524242043381e-02,7.567018972787727948e-01
1.603321088369143581e+04,8.247249413223487480e-01,1.465565795185570064e+00
9.890034063074732330e+03,1.369090458912541886e-01,4.632413992962392535e-01
2.398738789701455244e+04,8.127905670523081216e-01,1.247762047889219295e+00
1.380910415387580179e+04,9.876856162539979778e-01,1.236245860219097770e+00
4.161473539890456777e+03,9.851337701216841269e-01,3.243001532229271566e-01
4.331018131854244530e+03,8.933010076182444914e-01,1.154979946273555713e+00
8.780256498026063127e+03,2.991296584473550624e-01,8.278281585479899118e-02
7.769090791609532971e+03,8.990596464189416492e-01,2.192641030196801899e-01
3.899499254486537666e+03,9.914607104585276831e-01,1.006263417451066067e+00
1.227044914227085610e+04,9.086931367291510853e-01,1.281110569648151731e+00
4.154869599101054519e+03,9.516356225496673815e-01,3.971864318813235206e-01
8.707323987368710732e+03,9.831052387169576523e-01,3.486862151174827673e-01
3.941136879627199505e+03,6.763758327272626492e-01,8.587821798742312218e-01
2.499305398214504385e+04,9.974926315862039372e-01,4.560082225504560882e-02
1.803849643596271198e+04,9.987085074546356855e-01,1.262130207660034698e+00
2.715767600429350296e+03,8.238392823792501929e-01,3.613196440581916136e-01
6.429973460533745310e+03,9.691995513982301080e-01,4.238227679772800238e-01
2.655909629814875734e+04,5.604609590384461715e-01,1.497758854198957712e+00
2.711619450225548007e+03,9.959402145736314660e-01,6.391076247733925575e-01
2.026727831471108584e+04,9.210999974541443924e-01,1.552849691887192352e+00
1.568638989144425614e+04,6.584973679033523375e-02,1.116043391521358785e+00
3.161206153517252460e+03,8.018213976045551750e-01,8.074132813713479351e-01
2.724142106803639763e+03,9.889183277070711098e-01,9.136683320920525875e-02
2.139399371984420577e+04,8.833141010650135128e-01,4.539737808530261431e-01
1.718450608571315752e+04,9.989537450058454393e-01,6.901999303416646303e-02
1.818100295692638247e+04,9.809194216251853060e-01,1.085805246052711226e+00
8.814179496594890225e+03,6.148504232549691917e-01,1.013065630232576675e+00
2.700459961395682512e+03,9.724625219743179283e-01,1.315956521001683033e+00
2.533095248687189724e+03,8.457256597773491480e-01,5.968334049746782943e-01
1.895990284200098176e+04,9.787774713959085382e-01,9.891822471821181129e-01
7.354267382817023645e+03,9.712567767779237693e-01,1.517235637928064262e+00
2.283386898508184822e+04,9.940858903575672256e-01,8.681078471543719477e-01
2.042079116794679067e+04,9.988874906327593894e-01,1.298652614175913822e+00
1.754153960255067796e+04,8.275903844109530061e-01,5.278671417396704202e-01
2.966543614862315735e+03,6.979583072546876599e-01,8.754053722883258226e-01
9.773428260216915078e+03,9.978698476144912677e-01,1.250172237515441154e+00
7.358040217960616246e+03,8.951750186692728484e-01,1.133686674306858544e+00
7.161348637379500360e+03,9.929131260673103032e-01,4.586812267317210146e-01
2.107484328182066383e+04,9.987116180981231439e-01,3.272261439846860243e-01
2.754730378593113710e+04,9.952617961693498438e-01,1.239789818786996678e+00
1.322800151595235911e+04,9.757020819689596891e-01,8.967934661004065555e-01
6.510221016276762384e+03,2.536490303170564342e-01,1.050371401898348767e+00
1.105638886715095578e+04,9.823196241689511332e-01,1.547191085205997130e+00
4.148212954346481638e+03,9.775716917619027280e-01,6.783944640304682139e-01
1.509407745263866491e+04,9.858285622943820936e-01,1.552004098842213686e+00
2.029112715740736166e+04,9.676828543634439228e-01,3.654938578158536955e-01
1.026437435490685311e+04,3.888056095472280926e-01,3.226602423707579104e-01
1.658436132853200616e+04,9.197859256239316883e-01,4.582261789279856168e-01
4.309276343524682488e+03,9.741169435525206532e-01,1.469677779501408210e+00
3.051838345456715615e+04,9.682616602154284768e-01,6.285053633351501690e-01
3.598055062956077109e+03,9.434070274626080721e-01,8.647120155210732406e-01
2.953635619844474058e+04,8.376355998682001314e-01,1.481335959683708126e+00
1.120184392765957637e+04,4.716994790523815206e-01,1.546023468509398313e+00
1.813718072163723991e+04,9.896966228570250879e-01,1.401864577385571464e-01
2.787171893491789524e+04,9.981805289403811177e-01,1.092133259865996298e+00
7.255543598383084827e+03,9.853048431975657273e-01,1.523815317401552294e+00
9.011603283192593153e+03,9.751142485605366339e-01,1.336309372733149203e+00
7.862561466530676626e+03,9.983214233827549799e-01,9.201479497264668517e-01
8.630950713637679655e+03,8.453288823787681316e-01,1.408830677919129803e-01
8.777004919277309455e+03,9.850318446834948061e-01,1.667263618923358615e-01
3.944759345073385248e+03,9.249186970787123263e-01,1.212633997960335525e-01
1.785377465478530212e+04,8.002658748338224992e-01,6.889435930570481093e-01
3.741210413950685506e+03,9.970623958905612261e-01,3.948936618206353999e-01
7.436903713148452880e+03,9.579814006019655714e-01,2.066504688718692195e-01
1.008409245148382615e+04,9.975284173351215422e-01,1.192634574579507056e+00
1.946592397334220732e+04,9.367526612205001602e-01,7.169396696353561582e-01
1.137323806522630002e+04,9.987326780487871813e-01,1.374021687140552395e+00
3.113892836524045833e+03,9.605192540345037777e-01,1.359977349233810195e-01
6.655607192070121528e+03,9.888329016764016988e-01,1.443324439994781772e+00
5.360210027879757035e+03,9.513766638392487929e-01,9.500830589845542518e-01
2.066649555992357273e+04,9.369631359254040337e-01,1.252302565211495633e+00
2.585594110435691982e+04,1.476655769100015947e-01,1.197899376096029922e+00
6.595975890197141780e+03,9.095112796325151017e-01,1.512004419648641296e+00
4.047418671273093423e+03,5.158564936661573785e-01,2.756374702163548185e-01
1.312363769440252690e+04,8.313446493487041122e-01,3.054375569609050212e-01
9.760767512002481453e+03,9.891317875389412650e-01,1.129941871504257955e+00
1.057073815731639479e+04,3.265795543055594052e-01,1.445447664895223250e+00
5.113936189445435048e+03,8.592726946239548358e-01,1.104704965821330931e-01
6.942288615876273070e+03,4.677232647132297805e-01,1.274684812749453000e+00
2.281875895219764789e+04,9.427126152261177117e-01,1.174811501845330231e+00
6.706145557923868182e+03,9.974802899016996793e-01,1.152261551745197843e-01
4.298315053268956035e+03,9.574216012584658708e-01,9.484478385711082871e-02
2.408576719705968571e+04,9.979279055395678943e-01,1.713639888762102104e-01
1.787386163771091742e+04,6.944355011569572911e-01,8.003310329270373336e-01
1.202156768955715779e+04,9.177616589031610816e-01,7.365446875664692916e-01
9.388781771094783835e+03,9.931519415787489757e-01,3.324038949882312521e-01
3.949714237663448330e+03,5.884646665519325248e-01,4.183889809883972744e-02
2.310923961090928424e+04,9.930655930012709520e-01,6.432528523321239255e-01
2.890645134215792496e+03,8.197411161654085676e-01,6.148288678175019284e-02
2.809379342482081938e+03,9.922616412275776510e-01,6.238896219684207933e-01
1.217262264342813251e+04,9.978879167986143273e-01,8.057251570940602292e-01
3.144942476806799277e+03,5.536499314968643670e-01,2.001551185811847600e-01
1.000373201694107593e+04,9.401344500302736273e-01,8.596837002955330653e-02
1.047372759016220334e+04,5.330042897195774732e-01,3.999251768418152220e-01
1.861438167393293406e+04,9.786504777616706896e-01,4.029144310687202135e-01
3.226019774011095706e+03,8.853146115662540172e-01,6.246751084123741693e-01
3.063551390929747504e+04,5.993894409547124713e-01,1.281798790128093168e+00
3.544843474999425780e+03,9.905701743368862111e-01,4.891541206522940777e-01
1.419009655140059294e+04,9.118679291086083660e-01,8.547052372444229329e-01
6.057473693493406245e+03,9.959272774991267951e-01,1.549642592527044727e+00
1.506412708455390384e+04,9.873367971702837753e-01,8.380292172904231229e-01
8.174383680469516548e+03,9.985163657332883913e-01,2.416084543722666900e-01
8.719672182325402900e+03,8.050009684213098593e-01,7.145780817845397426e-01
6.595298631333684170e+03,9.599973135824555470e-01,1.126158272814185457e+00
2.561741741529122919e+03,8.542767225482853499e-01,7.837631714836945651e-01
1.050459679181219690e+04,9.917655881341481683e-01,1.555058074136980384e+00
3.909746545550405699e+03,9.848187301672733929e-01,1.088636452010602662e+00
6.443913051623032516e+03,5.593579916165877242e-01,6.409443574787506703e-01
8.310731862021315465e+03,9.892026528438579991e-01,9.298986674704870503e-02
5.449976265507049902e+03,7.841361038965420915e-01,2.569410648626384575e-01
3.000674356878214894e+03,9.874898438422233804e-01,7.274040338345245660e-01
5.922185708041632097e+03,8.977206698843596122e-01,9.601459670730185803e-01
1.913213880554243224e+04,9.982768704914913860e-01,8.913734789646843293e-01
2.955783120382783181e+03,9.656622384192889985e-01,7.448686555542060050e-01
3.122870977379576652e+04,8.558871657236201136e-01,1.896733185888527795e-01
6.965775810189194090e+03,9.666285105871773586e-01,4.393459975411275753e-01
2.738507120721511092e+04,9.965354471276685056e-01,3.931552111629615931e-01
3.032600405348995082e+03,9.922242191473974460e-01,5.227257975468845297e-01
1.095885486998645865e+04,3.666492756197927694e-01,1.613129045625216473e-01
3.022167464253605885e+03,9.661595444776693853e-01,1.447777404281953784e+00
2.353453587775815322e+04,9.904097586125110153e-01,1.562172457707402762e+00
3.843322345664477325e+03,9.595940088875418716e-01,8.665593431762356191e-01
8.013689272011903995e+03,9.950562152344384348e-01,1.028941982328925864e+00
1.541763141617627480e+04,7.573929616152539346e-01,3.569136971502003264e-01
5.518912903942577941e+03,9.959617187599247856e-01,1.190791242405999650e+00
1.635632907782894290e+04,9.257659710394844366e-01,4.840336110108623968e-01
4.336956248652882095e+03,9.914457573520776279e-01,1.041083508363105148e+00
2.966505086834984468e+04,9.974194911718414769e-01,8.817017336191557142e-01
2.127277962263524387e+04,9.986331791922559153e-01,2.653048482477358139e-01
7.041950807786512087e+03,9.902896003031983474e-01,1.867186123430247813e-01
9.405805382688642567e+03,9.975279511860294379e-01,1.500695008575744227e+00
2.639981963051692946e+04,7.536955103086363517e-01,9.821637482002905373e-02
2.769162589416825085e+03,9.301339337289861176e-01,9.779501450866328049e-01
3.090273981600279967e+03,8.295036805522647549e-01,6.899240002670050664e-01
1.653241031634826504e+04,3.569701645570476645e-01,1.483226849002562187e+00
3.468147351965822054e+03,9.113887191787153341e-01,9.938726038646290561e-01
2.145441597901698333e+04,9.939324053035391016e-01,1.315426859147514005e+00
1.083293925933296669e+04,8.571040594924163036e-01,1.540822468202113438e+00
7.969527934564018324e+03,9.849851542845776686e-01,5.110789596402545015e-02
1.091979578786795537e+04,7.998768285526953736e-01,4.832173086252394834e-01
3.447745451367575242e+03,8.428893543782709497e-01,4.173879277093578977e-01
1.497762645001390047e+04,2.848201194832020722e-01,1.300159541729208446e+00
6.859758866845229932e+03,9.798967917774826786e-01,1.508201926868582454e+00
1.649787013145529636e+04,4.792563480708821322e-01,6.805527330788239126e-01
2.669606725771493984e+03,9.511938426628505638e-01,4.791286832505036730e-01
6.511733721304326536e+03,9.956193186354792557e-01,1.172793580954091475e+00
2.361165994325778229e+04,8.738879849742049455e-01,1.177748557366459892e+00
6.771815442471875940e+03,9.592609828675556782e-01,1.116266258559811320e+00
6.094826968692707851e+03,4.825099827884815618e-03,1.005019709064177702e+00
3.336734046974335797e+03,8.522758336069184981e-01,9.547918457658339797e-01
7.224619117082263983e+03,8.564158048965664349e-01,1.113017935474727382e+00
2.293265347281164941e+04,8.478851726195494320e-01,3.378723798808631607e-01
1.423937533399199856e+04,9.364758390620553374e-01,5.817326903640625962e-02
2.599377890617255980e+04,6.783204203503578889e-01,5.213260469165970079e-01
1.309385561545042219e+04,9.966061336212711508e-01,3.575692170261796643e-01
6.105154975364759594e+03,9.230485193638329200e-01,6.226727136764143022e-01
5.049021154656379622e+03,9.876812338369397315e-01,7.802938994374833404e-02
7.618752976523125653e+03,5.798279870301596972e-01,1.422950865996510661e+00
7.103655268038291979e+03,9.976202356134633575e-01,1.467467276596105430e+00
1.519990577959734765e+04,9.964470148289019669e-01,1.115113638185638800e+00
6.123237386315980075e+03,7.690360832742706432e-01,9.705352356422788374e-01
1.673568780016122037e+04,9.606313775934700594e-01,7.741121102702765988e-01
7.136157613281587146e+03,4.420220392978846391e-01,9.537094218666698486e-01
2.799751011852193187e+04,9.973117431211604433e-01,1.323071142837289882e+00
2.294309329957843511e+04,7.177448180499313990e-01,2.888799169943631617e-01
4.431686717706254058e+03,9.209594684729244252e-01,1.395255897713554516e+00
1.675714352075332863e+04,9.611243500307973253e-01,1.027672250715370161e+00
2.315807897041369506e+04,7.095959093220303160e-01,1.498622117396517517e+00
5.870434850330475456e+03,8.583663649097720283e-01,1.167141740604092925e+00
1.868207585851992917e+04,9.982568561637792381e-01,7.290544190827820126e-01
3.423047040454078342e+03,9.940477546281641930e-01,3.264910118863248445e-02
2.532801445222241819e+04,9.672854889219441032e-01,5.937977478568093881e-01
8.937141172726616787e+03,9.540089964859485017e-01,2.971039021600487273e-01
2.244348427623739553e+04,9.350881443379435165e-01,1.186493114953807604e+00
2.087909371805051342e+04,9.526207624250120354e-01,1.372523737095654728e-01
1.667269082456763863e+04,7.309681980283717628e-01,8.242847047464620935e-01
2.278292687517900049e+04,9.986552062985130096e-01,8.129158620514544964e-01
3.125890522093829077e+03,3.761851094936772277e-01,4.760335667419730021e-01
6.470961190169135989e+03,9.882540316859081964e-01,1.297206002632257160e+00
1.117523047357853284e+04,9.312448155449140064e-01,4.908451572617668068e-01
1.339904866499513810e+04,9.971035881301021364e-01,1.200362340726752075e+00
3.218142784974199458e+04,9.835373173085660836e-01,1.332459434219926964e+00
3.805961477217468200e+03,9.968209061633285240e-01,1.177340915075269917e-01
2.338118495693721707e+04,9.373515454755991794e-01,8.357267551945933848e-01
1.838829976006711877e+04,9.731589319777632641e-01,1.241121681906320884e+00
2.084832520989214390e+04,9.281537658913476818e-01,4.206362391965839942e-01
5.893875531044112904e+03,1.825852515368864282e-02,3.768460356457625782e-01
3.353291642264524853e+03,9.752236704790054889e-01,1.415434562355604831e+00
1.408393181132771315e+04,1.784264785532789777e-01,4.782220334014671004e-02
6.842619342626127946e+03,9.647099219710919549e-01,3.511920252270103182e-01
3.223435164651509695e+03,9.924515303404899402e-01,1.542544583613169262e+00
2.547797308490646174e+03,9.551752587880131262e-01,6.123290243287575763e-01
4.680113507780554755e+03,9.924087452783877383e-01,6.876867064299702070e-01
1.146257478704842651e+04,3.064368800836699824e-01,3.904278216013964409e-01
2.303909500529750221e+04,9.977564148104217656e-01,2.101621701414142507e-01
1.255985908292593376e+04,9.000121089354059523e-01,4.874522964807781467e-01
7.280356439911995949e+03,3.623576926835888612e-01,1.307038761586892139e+00
2.784178926754964414e+04,9.815957303738810369e-01,1.756334511192888803e-01
1.311512272857507742e+04,9.466341430457383410e-01,1.804273492209317320e-01
2.869687594705637457e+04,4.316790248083879344e-01,1.375593842402259570e+00
3.058797015803443355e+04,9.260328669460150541e-01,1.020199271749346437e+00
2.580858522323913348e+04,8.688362704209131593e-01,1.484311379943969778e+00
2.374791864456894109e+04,9.649584275177397474e-01,8.304414479553642314e-01
2.581049040105089261e+03,9.588298789473401751e-01,4.057383465944440215e-01
3.454342539386139833e+03,9.773677778890147438e-01,9.366566171724894918e-01
2.867020110485286932e+04,9.957673718508346372e-01,1.563454248796753987e+00
8.672768079887227941e+03,7.448206136178651127e-01,3.088604419360359565e-01
2.730658800349768626e+03,9.727745197620757400e-01,5.722224481710065369e-01
2.184197938185921885e+04,7.910526701438447272e-01,1.244221076884642452e+00
2.627274653640784163e+04,9.883602458742484220e-01,1.083227985566614038e+00
4.030951648039476822e+03,4.217202632185537148e-01,7.307395962203790951e-01
3.613535016069815811e+03,1.864642531461913055e-01,1.349312883373852356e+00
2.532144305400661688e+04,9.125679096036506399e-01,3.844487657672502473e-02
2.804250203886061354e+04,9.736711777429934989e-01,6.973444992508206486e-01
5.088754492983442105e+03,8.790172616156181062e-01,1.561322278093163263e+00
2.675320530642027734e+04,9.969728054014131979e-01,7.443606558384436855e-01
2.167963158775008924e+04,9.307633812276092655e-01,9.325120371746168368e-01
1.875598490166327974e+04,9.987354677538649028e-01,2.280127559744151156e-01
1.130334010526043676e+04,8.888966316623474473e-01,5.063296950706840382e-01
1.102465459498838572e+04,8.300160704399278666e-01,7.281264707085661758e-01
9.958037795890593770e+03,3.491715540184946454e-01,1.548995910349830529e+00
1.287608053882744207e+04,9.983454807322393876e-01,1.151931090618710130e+00
5.208412367593226918e+03,6.328852636715791569e-01,7.003185909515731167e-01
1.218383443947331034e+04,9.784620436335302873e-01,8.563293318962004186e-01
7.942732895834817100e+03,9.558480271210915147e-01,1.055957322159619904e+00
1.161263949250394944e+04,5.582299330088285050e-01,1.235468884219183883e+00
3.929495306865835119e+03,9.243275095944878395e-01,6.628499403847333271e-01
2.761141492329794801e+03,9.914129079168899628e-01,1.456453348534032743e+00
1.292261665811408420e+04,9.989742532570805578e-01,5.922770742254084286e-01
3.445830672267581576e+03,9.115371758320015561e-01,7.954811054060529907e-01
3.034094226689845163e+04,7.295337290573935540e-01,8.068885360996322920e-01
1.162882817989725299e+04,9.969048366933463967e-01,1.313368286161703979e+00
2.472501533444680172e+04,9.962023254008998130e-01,1.324485458093623003e-01
7.816158404542259632e+03,4.615915183295572488e-01,9.809385545995928934e-01
6.392879217352901833e+03,9.397948341069169986e-01,3.317222363030041810e-01
2.501702440051734447e+04,9.977374399761236301e-01,8.524492351638781606e-01
5.288274009033996663e+03,9.909628262994196746e-01,1.294936273372772950e+00
6.988917749298369927e+03,1.097080202698897944e-01,1.035425006265731307e+00
2.759689529560769006e+04,9.903157903215974445e-01,6.761389982959059575e-01
5.506598792598874752e+03,9.958234093197938508e-01,7.692472081207345491e-01
2.583019307143258175e+03,3.331582196376553506e-01,7.895098181386790703e-03
1.215914073285424638e+04,8.225048766368344699e-01,5.039052714732610294e-01
1.175606091457079674e+04,2.994344498909491392e-01,7.515963599130187633e-01
1.314126293325977531e+04,9.930567803627106116e-01,1.740324985832687188e-01
1.914869232133309924e+04,3.617209338244800065e-01,5.663024735082033967e-01
1.721074027035432300e+04,9.052369769109331887e-01,1.262431235766404480e+00
1.645800116625711235e+04,7.001047028979896503e-01,1.119222157816253671e-01
1.843904160697788757e+04,9.771100465995644635e-01,2.123006669269239810e-01
4.214363003728853982e+03,8.494344331429104500e-01,1.680117293945795551e-02
1.024175839988711778e+04,9.986282744107914944e-01,1.480247152174904435e-01
1.332228193194647974e+04,9.793231374802545686e-01,1.453382133352488559e+00
1.150818472203121746e+04,9.852472931198342776e-01,8.510028550861592489e-01
2.789502893960653091e+04,9.880079033996546078e-01,3.622789610576871988e-01
1.258363849251760257e+04,9.811574970946799201e-01,3.403975086233275160e-01
1.388436819208513953e+04,3.875271245486445748e-01,1.844733262350901071e-01
8.322758200075415516e+03,6.484080316594980076e-01,3.647006828963727382e-02
5.290712645281461846e+03,2.264198689491975225e-01,8.612377305058011023e-01
2.449636684255288856e+04,8.309695102169781800e-01,1.302278531421121599e+00
2.592120676736858877e+04,9.981863214175574761e-01,1.479225552573521840e+00
9.001219444228216162e+03,9.822696030844997317e-01,2.940471802858363737e-01
3.211455202355595611e+04,9.981347035360115250e-01,1.788619045894574433e-01
8.989093948597717826e+03,5.823827623734114667e-01,1.062364882227615714e+00
2.039406329964556789e+04,9.363254572184849245e-01,4.464179949217886856e-01
1.374077951084169035e+04,7.019677547491477432e-01,3.581484765833508055e-01
3.487230429095408908e+03,6.502227451774333922e-01,5.111367224368582596e-01
9.099502916658646427e+03,9.987292791034472206e-01,1.049298691035238207e+00
1.729832132915297916e+04,9.823617359018451678e-01,1.109198493130509222e+00
2.142365452786870082e+04,9.925424008415365540e-01,8.901627910263907317e-01
2.693734561305121133e+03,8.947994740899871680e-01,1.231842392141387243e+00
1.876935446890441381e+04,8.670689586449999986e-01,1.232546937646313623e+00
2.815682783650725105e+04,4.765045250743689120e-01,3.563664561573846035e-01
2.814652574471735534e+03,9.959014692435494975e-01,6.817939161077939403e-01
7.075341791270517206e+03,9.138184768722188434e-01,5.265262972345822190e-01
1.905896302812335125e+04,9.791469739401408301e-01,1.031665222086650902e+00
5.557631908855643815e+03,5.220697311972317678e-01,1.502695845847497935e+00
3.235074377534647738e+03,9.937203416674441625e-01,4.248029251811255569e-01
2.685215043831753064e+03,7.342703961474075225e-01,1.051210092547552183e-01
7.113587194675224055e+03,9.919089746667533181e-01,2.346908363507690110e-01
7.804208102811051504e+03,7.256211148395941279e-01,1.038538366692123960e+00
1.655923379715057308e+04,8.712548675548792421e-01,1.209601840773707249e+00
3.292441383825255798e+03,9.836941703481439925e-01,1.256991112002556310e+00
2.906012536942740098e+03,4.368020050467663618e-01,3.996637829475508941e-01
1.402085178918233578e+04,9.954395174258161560e-01,3.337411524466091794e-01
3.514669232182547148e+03,9.386767215043509971e-01,6.558465358130607381e-01
2.286864095318012915e+04,5.193208456668663153e-02,4.152705486434631332e-01
2.997435885624519869e+04,6.620902659302947413e-01,1.182351521050158283e+00
4.627481520740808264e+03,9.942147777199876746e-01,1.414285611085433825e+00
8.899869355259690565e+03,9.834494900765474723e-01,5.996291455845542684e-01
7.397211795513308971e+03,8.264556445743612700e-01,8.183839800051468938e-01
1.372340208093856563e+04,9.088372949988851035e-01,5.498932733742696310e-01
4.452851974568288824e+03,9.925678813147928992e-01,1.052072114404561720e+00
8.554793958762635157e+03,5.870073047013836254e-01,8.980240958363521209e-01
1.213825147279064367e+04,9.563898808349271530e-01,6.867719186480638616e-01
2.590168023795529734e+04,9.975613508795743156e-01,6.928956258666384427e-01
4.083263758501144821e+03,7.003955417859397681e-02,5.783126952171134816e-01
1.078888159437218565e+04,9.638044620078367597e-01,5.912558850361125939e-01
1.992182507869002075e+04,9.407309370703365037e-01,5.698645093641165754e-02
1.342988228381101544e+04,9.804090637247296902e-01,1.283083881240999702e+00
1.135165171384880705e+04,9.842768749956282148e-01,1.213823995880928930e+00
8.725743280758410037e+03,9.896500173860732774e-01,9.168404149695248417e-01
3.773060224563439078e+03,8.750087566121844684e-01,5.728071465482827973e-01
2.559816540284272924e+04,9.945515025347571036e-01,3.536765640331455685e-01
4.925851856246238640e+03,9.957985478851191230e-01,1.457585626650451660e-01
1.020548184538362148e+04,9.887372723797678287e-01,1.258887199314161487e+00
2.104069294552448628e+04,9.980372905634552483e-01,7.777066645994079597e-01
3.028511253133173159e+04,9.435992527684211595e-01,7.883594376958449335e-01
3.187687216621386688e+04,9.957908147506837615e-01,1.148505994951848352e+00
1.210070176877470840e+04,8.901403310821059955e-01,2.950354328515739435e-02
5.173757483824351766e+03,9.958603269025793070e-01,3.723280745686372017e-01
1.747743096826084002e+04,7.765146867676120390e-01,1.494940764940937861e+00
4.248852202100020804e+03,9.772127694768220074e-01,1.160362118700646539e+00
1.980117037081095987e+04,9.770550330009937223e-01,1.123622378540386268e+00
4.995523459827171791e+03,9.956084369029619685e-01,1.271090417736230993e+00
1.484279635002623036e+04,8.178042378199176232e-01,2.049828987622315940e-02
2.943964742536494305e+04,9.933129277583540029e-01,5.013859644973474028e-01
1.917824677218896613e+04,1.888248600930709786e-01,4.789502699411506415e-01
6.172664065877898793e+03,4.480145257125819347e-01,1.135040209440920655e+00
1.040588043610717614e+04,7.263295838318435393e-01,1.448589316713812414e+00
2.659762389196604636e+04,9.983131273796426175e-01,7.028900169811636012e-01
3.852800880025599326e+03,2.884593793270578965e-01,2.439893564764802347e-01
3.529932938156100590e+03,9.944135224338702672e-01,1.432897481050762478e-01
